Company Names,Cars Names,Engines,Battery Capacity_CC,HorsePower_hp,Total Speed_km/h,Performance(0 - 100 )KM/H,Fuel Types,Seats,Torque_Nm,Cars Prices_USD
Nissan,Patrol Warrior,5.6L V8,5552 cc,428 HP,205 km/h,6.3 sec,Petrol,7,580 Nm,"$95,000"
Nissan,Pathfinder Armada Platinum,5.6L V8,5552 cc,400 HP,190 km/h,6.8 sec,Petrol,7,560 Nm,"$70,000"
Nissan,Rogue Sport SL,2.0L Inline-4,1998 cc,141 HP,190 km/h,9.0 sec,Petrol,5,195 Nm,"$32,000"
Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,1497 cc,204 HP,190 km/h,8.0 sec,Hybrid,5,305 Nm,"$46,000"
Nissan,Qashqai e-Power,1.5L Hybrid,1497 cc,187 HP,200 km/h,7.5 sec,Hybrid,5,330 Nm,"$40,000"
Nissan,GT-R Egoist,3.8L Twin-Turbo V6,3799 cc,565 HP,315 km/h,2.8 sec,Petrol,2,637 Nm,"$220,000"
Nissan,Infiniti M45*,4.5L V8,4494 cc,325 HP,250 km/h,5.8 sec,Petrol,5,451 Nm,"$50,000"
Nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.5 sec,Petrol,5,475 Nm,"$75,000"
Nissan,Ariya Dual Motor AWD,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,Electric,5,600 Nm,"$70,000"
Nissan,Patrol Legend Edition,5.6L V8,5552 cc,428 HP,205 km/h,6.3 sec,Petrol,7,580 Nm,"$95,000"
Nissan,Datsun 240Z (Classic),2.4L Inline-6,2393 cc,151 HP,210 km/h,8.0 sec,Petrol,2,198 Nm,"$45,000"
Nissan,100NX,1.6L Inline-4,1597 cc,110 HP,185 km/h,9.6 sec,Petrol,4,135 Nm,"$18,000"
Nissan,Cedric Special Edition,3.0L V6,2960 cc,250 HP,225 km/h,8.5 sec,Petrol,5,330 Nm,"$60,000"
Nissan,300ZX Turbo,3.0L Twin-Turbo V6,2960 cc,300 HP,250 km/h,5.9 sec,Petrol,4,384 Nm,"$55,000"
Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,1998 cc,250 HP,240 km/h,5.6 sec,Petrol,4,300 Nm,"$35,000"
Nissan,NV400,2.3L Inline-4 Diesel,2298 cc,135 HP,150 km/h,15.0 sec,Diesel,3,360 Nm,"$40,000"
Nissan,Titan Warrior,5.6L V8,5552 cc,400 HP,180 km/h,7.0 sec,Petrol,5,560 Nm,"$55,000"
Nissan,Caravan Coach,2.5L Inline-4 Diesel,2498 cc,127 HP,140 km/h,14.0 sec,Diesel,7,260 Nm,"$30,000"
Nissan,Serena e-Power,1.2L Hybrid,1198 cc,134 HP,160 km/h,12.0 sec,Hybrid,7,320 Nm,"$35,000"
Nissan,Elgrand,3.5L V6,3498 cc,280 HP,200 km/h,8.5 sec,Petrol,7,344 Nm,"$50,000"
Nissan,Datsun 510,1.6L Inline-4,1595 cc,96 HP,175 km/h,10.2 sec,Petrol,4,135 Nm,"$25,000"
Nissan,Prairie,2.0L Inline-4,1998 cc,120 HP,175 km/h,11.0 sec,Petrol,5,170 Nm,"$18,000"
Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,1998 cc,230 HP,225 km/h,6.0 sec,Petrol,5,280 Nm,"$30,000"
Nissan,Almera Tino,1.8L Inline-4,1769 cc,114 HP,180 km/h,12.5 sec,Petrol,5,160 Nm,"$15,000"
Nissan,Lucino,1.6L Inline-4,1597 cc,115 HP,185 km/h,10.5 sec,Petrol,5,150 Nm,"$12,000"
Nissan,Rasheen,1.5L Inline-4,1497 cc,105 HP,165 km/h,13.0 sec,Petrol,5,135 Nm,"$10,000"
Nissan,Mistral,2.7L Turbo Diesel,2663 cc,125 HP,160 km/h,12.5 sec,Diesel,7,260 Nm,"$25,000"
Nissan,Patrol Y60,4.2L Inline-6,4169 cc,155 HP,160 km/h,12.0 sec,Diesel,7,330 Nm,"$45,000"
Nissan,X-Trail GT,2.0L Turbo Inline-4,1998 cc,280 HP,215 km/h,6.4 sec,Petrol,5,310 Nm,"$38,000"
Nissan,Terrano Regulus,3.3L V6,3275 cc,170 HP,175 km/h,10.0 sec,Petrol,5,290 Nm,"$28,000"
Nissan,President,4.5L V8,4494 cc,280 HP,210 km/h,7.5 sec,Petrol,5,400 Nm,"$70,000"
Nissan,Cima,4.1L V8,4130 cc,270 HP,210 km/h,8.0 sec,Petrol,5,390 Nm,"$60,000"
Nissan,Leopard J. Ferie,3.0L V6 Turbo,2960 cc,255 HP,215 km/h,6.5 sec,Petrol,5,340 Nm,"$45,000"
Nissan,Gloria Gran Turismo,3.0L V6 Turbo,2960 cc,255 HP,220 km/h,6.5 sec,Petrol,5,340 Nm,"$50,000"
Nissan,Infiniti Q45*,4.5L V8,4494 cc,340 HP,240 km/h,6.2 sec,Petrol,5,450 Nm,"$50,000"
Nissan,Datsun 240Z,2.4L Inline-6,2393 cc,151 HP,210 km/h,8.0 sec,Petrol,2,198 Nm,"$45,000"
Nissan,280ZX,2.8L Inline-6,2753 cc,145 HP,205 km/h,9.5 sec,Petrol,2,210 Nm,"$35,000"
Nissan,Silvia S13,1.8L Turbo Inline-4,1809 cc,175 HP,215 km/h,6.8 sec,Petrol,4,230 Nm,"$20,000"
Nissan,200SX,2.0L Turbo Inline-4,1998 cc,200 HP,225 km/h,7.0 sec,Petrol,4,260 Nm,"$25,000"
Nissan,NX Coupe,1.8L Inline-4,1839 cc,140 HP,200 km/h,9.0 sec,Petrol,4,180 Nm,"$18,000"
Nissan,NV2500,4.0L V6,3954 cc,261 HP,160 km/h,10.0 sec,Petrol,2,385 Nm,"$36,000"
Nissan,NV3500,5.6L V8,5552 cc,375 HP,170 km/h,9.0 sec,Petrol,2,525 Nm,"$42,000"
Nissan,NT400 Cabstar,3.0L Inline-4 Diesel,2953 cc,150 HP,140 km/h,15.0 sec,Diesel,3,350 Nm,"$35,000"
Porsche,Panamera,2.9L V6 Twin Turbo,2894 cc,330 HP,270 km/h,5.6 sec,Petrol,4,450 Nm,"$88,000"
Porsche,Panamera 4,2.9L V6 Twin Turbo,2894 cc,330 HP,270 km/h,5.4 sec,Petrol,4,450 Nm,"$92,000"
Porsche,Panamera 4S,2.9L V6 Twin Turbo,2894 cc,440 HP,289 km/h,4.4 sec,Petrol,4,550 Nm,"$105,000"
Porsche,Panamera Turbo S,4.0L V8 Twin Turbo,3996 cc,620 HP,315 km/h,3.1 sec,Petrol,4,820 Nm,"$180,000"
Porsche,Panamera GTS,4.0L V8 Twin Turbo,3996 cc,473 HP,300 km/h,3.9 sec,Petrol,4,620 Nm,"$130,000"
Porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,2894 cc,330 HP,270 km/h,5.4 sec,Petrol,4,450 Nm,"$102,000"
Porsche,Panamera E-Hybrid,2.9L V6 + Electric Motor,17.9 kWh Battery,455 HP,280 km/h,4.4 sec,Hybrid (Petrol),4,700 Nm,"$115,000"
Porsche,Panamera 4 E-Hybrid Sport Turismo,2.9L V6 + Electric Motor,17.9 kWh Battery,455 HP,280 km/h,4.4 sec,Hybrid (Petrol),4,700 Nm,"$120,000"
Porsche,Panamera Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.9 kWh Battery,690 HP,315 km/h,3.2 sec,Hybrid (Petrol),4,870 Nm,"$190,000"
Porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,2894 cc,330 HP,270 km/h,5.6 sec,Petrol,4,450 Nm,"$95,000"
Porsche,Cayenne,3.0L V6 Turbo,2995 cc,335 HP,245 km/h,5.9 sec,Petrol,5,450 Nm,"$80,000"
Porsche,Cayenne Coupe,3.0L V6 Turbo,2995 cc,335 HP,245 km/h,6.0 sec,Petrol,5,450 Nm,"$85,000"
Porsche,Cayenne S,2.9L V6 Twin Turbo,2894 cc,434 HP,265 km/h,5.0 sec,Petrol,5,550 Nm,"$95,000"
Porsche,Cayenne Turbo,4.0L V8 Twin Turbo,3996 cc,541 HP,286 km/h,4.0 sec,Petrol,5,770 Nm,"$130,000"
Porsche,Cayenne GTS,4.0L V8 Twin Turbo,3996 cc,453 HP,270 km/h,4.5 sec,Petrol,5,620 Nm,"$110,000"
Porsche,Cayenne Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.9 kWh Battery,670 HP,295 km/h,3.6 sec,Hybrid (Petrol),5,900 Nm,"$170,000"
Porsche,Macan,2.0L I4 Turbo,1984 cc,261 HP,232 km/h,6.2 sec,Petrol,5,400 Nm,"$60,000"
Porsche,Macan S,2.9L V6 Twin Turbo,2894 cc,375 HP,259 km/h,4.8 sec,Petrol,5,520 Nm,"$75,000"
Porsche,Macan GTS,2.9L V6 Twin Turbo,2894 cc,434 HP,272 km/h,4.5 sec,Petrol,5,550 Nm,"$85,000"
Porsche,Macan T,2.0L I4 Turbo,1984 cc,261 HP,232 km/h,6.2 sec,Petrol,5,400 Nm,"$65,000"
Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,2981 cc,379 HP,293 km/h,4.2 sec,Petrol,4,450 Nm,"$110,000"
Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,2981 cc,443 hp,308 km/h,3.5,Petrol,4,528 Nm,"$131,300"
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,293 km/h,4.2,Petrol,4,450 Nm,"$106,500"
Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,2981 cc,443 hp,306 km/h,3.4,Petrol,4,528 Nm,"$113,300"
Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,289 km/h,4.4,Petrol,4,450 Nm,"$121,300"
Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,3745 cc,572 hp,320 km/h,2.7,Petrol,4,750 Nm,"$197,200"
Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,3745 cc,640 hp,330 km/h,2.6,Petrol,4,800 Nm,"$230,400"
Porsche,911 GT3,4.0L Naturally Aspirated Flat-6,3996 cc,502 hp,318 km/h,3.4,Petrol,2,469 Nm,"$161,100"
Porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,3996 cc,518 hp,296 km/h,3.2,Petrol,2,465 Nm,"$241,300"
Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,240 km/h,3.4,Petrol,2,570 Nm,"$222,000"
Porsche,Taycan,Dual Electric Motors,79.2 kWh,402 hp,230 km/h,5.4,Electric,4,344 Nm,"$86,700"
Porsche,Taycan 4S,Dual Electric Motors,79.2 kWh,522 hp,250 km/h,4,Electric,4,640 Nm,"$103,800"
Porsche,Taycan Turbo,Dual Electric Motors,93.4 kWh,670 hp,260 km/h,3.2,Electric,4,850 Nm,"$150,900"
Porsche,Taycan Turbo S,Dual Electric Motors,93.4 kWh,750 hp,260 km/h,2.8,Electric,4,1050 Nm,"$185,000"
Porsche,Taycan GTS,Dual Electric Motors,93.4 kWh,590 hp,250 km/h,3.5,Electric,4,850 Nm,"$132,750"
Porsche,Taycan Cross Turismo,Dual Electric Motors,93.4 kWh,469 hp,220 km/h,4.8,Electric,5,500 Nm,"$97,700"
Porsche,Taycan Sport Turismo,Dual Electric Motors,79.2 kWh,509 hp,240 km/h,4.1,Electric,5,650 Nm,"$104,000"
Porsche,718 Cayman,2.0L Turbocharged Flat-4,1988 cc,300 hp,275 km/h,4.9,Petrol,2,380 Nm,"$63,400"
Porsche,718 Cayman S,2.5L Turbocharged Flat-4,2497 cc,350 hp,285 km/h,4.4,Petrol,2,420 Nm,"$75,400"
Porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,3995 cc,414 hp,302 km/h,4.2,Petrol,2,420 Nm,"$100,200"
Porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,3996 cc,493 hp,315 km/h,3.2,Petrol,2,450 Nm,"$141,700"
Porsche,718 Boxster,2.0L Turbo Flat-4,1988 cc,300 hp,275 km/h,4.9,Petrol,2,380 Nm,"$65,500"
Porsche,718 Boxster T,2.0L Turbo Flat-4,1988 cc,300 hp,275 km/h,4.7,Petrol,2,380 Nm,"$69,600"
Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,3995 cc,394 hp,293 km/h,4.3,Petrol,2,430 Nm,"$90,300"
Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,3995 cc,414 hp,301 km/h,4.1,Petrol,2,420 Nm,"$98,300"
Porsche,Panamera Base,2.9L Twin-Turbo V6,2894 cc,325 hp,265 km/h,5.6,Petrol,4,450 Nm,"$92,300"
Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,2894 cc,462 hp,280 km/h,4.4,Hybrid,4,700 Nm,"$113,300"
Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,2894 cc,325 hp,265 km/h,5.5,Petrol,4,450 Nm,"$101,400"
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,3996 cc,690 hp,315 km/h,3.2,Hybrid,4,870 Nm,"$200,200"
Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,2894 cc,560 hp,295 km/h,3.7,Hybrid,4,750 Nm,"$128,900"
Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,2894 cc,325 hp,265 km/h,5.6,Petrol,4,450 Nm,"$98,300"
Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,3996 cc,473 hp,300 km/h,3.9,Petrol,4,620 Nm,"$136,900"
Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,3996 cc,550 hp,306 km/h,3.8,Petrol,4,770 Nm,"$175,200"
Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,3996 cc,570 hp,310 km/h,3.8,Petrol,4,800 Nm,"$290,000"
Porsche,Panamera 4S,2.9L Twin-Turbo V6,2894 cc,443 hp,289 km/h,4.1,Petrol,4,550 Nm,"$105,000"
Porsche,Macan Base,2.0L Turbo Inline-4,1984 cc,265 hp,232 km/h,6.4,Petrol,5,400 Nm,"$58,000"
Porsche,Macan T,2.0L Turbo Inline-4,1984 cc,265 hp,233 km/h,6.2,Petrol,5,400 Nm,"$63,000"
Porsche,Macan S,2.9L Twin-Turbo V6,2894 cc,375 hp,259 km/h,4.6,Petrol,5,520 Nm,"$70,400"
Porsche,Macan GTS,2.9L Twin-Turbo V6,2894 cc,434 hp,272 km/h,4.3,Petrol,5,550 Nm,"$82,900"
Porsche,Macan EV,Dual Electric Motors,95 kWh,603 hp,240 km/h,4.0 sec,Electric,5,750 Nm,"$85,000"
Porsche,Cayenne Base,3.0L Turbocharged V6,2995 cc,335 hp,245 km/h,5.9,Petrol,5,450 Nm,"$72,200"
Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,2995 cc,455 hp,253 km/h,4.8,Hybrid,5,700 Nm,"$91,000"
Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,2894 cc,434 hp,263 km/h,4.7,Petrol,4,550 Nm,"$94,300"
Porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,3996 cc,631 hp,300 km/h,3.3,Petrol,4,850 Nm,"$182,150"
Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,2995 cc,335 hp,245 km/h,5.8,Petrol,5,450 Nm,"$79,000"
Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,3996 cc,670 hp,295 km/h,3.6,Hybrid,4,900 Nm,"$167,800"
Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,3996 cc,453 hp,270 km/h,4.5,Petrol,4,620 Nm,"$111,200"
Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,2967 cc,262 hp,221 km/h,7.3,Diesel,5,580 Nm,"$69,000"
Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,2995 cc,380 hp,242 km/h,6.5,Hybrid,5,580 Nm,"$85,500"
Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,3996 cc,728 hp,295 km/h,3.6,Hybrid,4,950 Nm,"$182,900"
Porsche,Taycan Base,Dual Electric Motors,79.2 kWh,321 hp,230 km/h,5.4,Electric,4,345 Nm,"$86,700"
Cadillac,CT4,2.0L Turbo Inline-4 Gasoline,2000 cc,237 hp,250 km/h,6.0 sec,Petrol,5,350 Nm,"$34,395"
Cadillac,CT4-V,2.7L Turbo Inline-4 Gasoline,2700 cc,325 hp,260 km/h,4.9 sec,Petrol,5,500 Nm,"$46,595"
Cadillac,CT5,2.0L Turbo Inline-4 Gasoline,2000 cc,237 hp,240 km/h,6.6 sec,Petrol,5,350 Nm,"$38,195"
Cadillac,CT5-V,3.0L Twin-Turbo V6 Gasoline,3000 cc,360 hp,250 km/h,4.6 sec,Petrol,5,550 Nm,"$50,995"
Porsche,Taycan Cross Turismo 4,Dual Electric Motors,93.4 kWh,375 hp,240 km/h,5.1 sec,Electric,4,500 Nm,"$94,800"
Porsche,Taycan Cross Turismo GTS,Dual Electric Motors,93.4 kWh,590 hp,250 km/h,3.8 sec,Electric,4,620 Nm,"$139,400"
Porsche,Taycan Sport Turismo Base,Dual Electric Motors,79.2 kWh,375 hp,230 km/h,5.4 sec,Electric,4,500 Nm,"$90,500"
Porsche,Taycan Sport Turismo GTS,Dual Electric Motors,93.4 kWh,590 hp,250 km/h,3.7 sec,Electric,4,620 Nm,"$136,700"
Porsche,Taycan Turbo S Cross Turismo,Dual Electric Motors,93.4 kWh,750 hp,260 km/h,2.9 sec,Electric,4,1050 Nm,"$190,000"
Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,293 km/h,4.2 sec,Petrol,4,450 Nm,"$106,100"
Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,2981 cc,443 hp,304 km/h,3.9 sec,Petrol,4,530 Nm,"$129,900"
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,293 km/h,4.4 sec,Petrol,4,450 Nm,"$113,300"
Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,311 km/h,3.3 sec,Petrol,4,570 Nm,"$137,000"
Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,307 km/h,3.5 sec,Petrol,4,570 Nm,"$157,300"
Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,3745 cc,572 hp,320 km/h,2.9 sec,Petrol,4,750 Nm,"$184,100"
Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,3745 cc,640 hp,330 km/h,2.7 sec,Petrol,4,800 Nm,"$207,000"
Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,3996 cc,502 hp,318 km/h,3.9 sec,Petrol,2,470 Nm,"$170,000"
Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,3996 cc,525 hp,296 km/h,3.2 sec,Petrol,2,465 Nm,"$223,800"
Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,240 km/h,3.4 sec,Petrol,4,570 Nm,"$222,000"
Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,311 km/h,3.2 sec,Petrol,4,570 Nm,"$145,300"
Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,289 km/h,4.3 sec,Petrol,4,450 Nm,"$135,500"
Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,3745 cc,607 hp,330 km/h,2.9 sec,Petrol,4,750 Nm,"$258,000"
Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,3745 cc,700 hp,340 km/h,2.8 sec,Petrol,2,750 Nm,"$293,200"
Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,3996 cc,510 hp,290 km/h,3.4 sec,Petrol,1,470 Nm,"$245,000"
Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,3996 cc,500 hp,315 km/h,3.4 sec,Petrol,2,450 Nm,"$222,000"
Porsche,911 RSR (Motorsport Edition),4.2L Naturally Aspirated Flat-6,4194 cc,515 hp,296 km/h,3.1 sec,Petrol,1,480 Nm,"$750,000"
Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,293 km/h,4.4 sec,Petrol,4,450 Nm,"$116,000"
Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,3745 cc,572 hp,318 km/h,3.0 sec,Petrol,4,750 Nm,"$191,300"
Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,240 km/h,3.5 sec,Petrol,4,570 Nm,"$233,000"
Tata Motors,Tiago,1.2L Revotron 3-cylinder Petrol,1199 cc,86 hp,170 km/h,13 sec,Petrol,5,113 Nm,"$8,200"
Tata Motors,Tiago EV,Permanent Magnet Synchronous,24 kWh,74 hp,120 km/h,5.7 sec,Electric,5,114 Nm,"$11,000"
Tata Motors,Altroz,1.2L Revotron Petrol ,1199 cc ,86 hp ,170 km/h,12 sec,Petrol,5,113-200 Nm,"$10,400"
Tata Motors,Altroz, 1.5L Diesel,1199 cc, 89 hp,170 km/h,12 sec,Petrol,5,113-200 Nm,"$10,400"
Tata Motors,Altroz,1.2L Revotron Petrol ,1199 cc,86 hp ,170 km/h,12 sec,Diesel,5,113-200 Nm,"$10,400"
Tata Motors,Altroz, 1.5L Diesel,1199 cc, 89 hp,170 km/h,12 sec,Diesel,5,113-200 Nm,"$10,400"
Tata Motors,Altroz,1.2L Revotron Petrol , 1497 cc,86 hp ,170 km/h,12 sec,Petrol,5,113-200 Nm,"$10,400"
Tata Motors,Altroz, 1.5L Diesel, 1497 cc, 89 hp,170 km/h,12 sec,Petrol,5,113-200 Nm,"$10,400"
Tata Motors,Altroz,1.2L Revotron Petrol , 1497 cc,86 hp ,170 km/h,12 sec,Diesel,5,113-200 Nm,"$10,400"
Tata Motors,Altroz, 1.5L Diesel, 1497 cc, 89 hp,170 km/h,12 sec,Diesel,5,113-200 Nm,"$10,400"
Tata Motors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,1199 cc,86 hp,170 km/h,12.5 sec,Petrol,5,113 Nm,"$11,300"
Tata Motors,Altroz iTurbo,1.2L Turbocharged Petrol,1199 cc,110 hp,180 km/h,10 sec,Petrol,5,140 Nm,"$12,000"
Tata Motors,Altroz CNG,1.2L Revotron Bi-Fuel,1199 cc,86 hp,165 km/h,12 sec,CNG,5,113 Nm,"$11,800"
Tata Motors,Altroz CNG,1.2L Revotron Bi-Fuel,1199 cc,86 hp,165 km/h,12 sec,Petrol,5,113 Nm,"$11,800"
Tata Motors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,1199 cc,86 hp,170 km/h,13.5 sec,Petrol,5,113 Nm,"$9,200"
Tata Motors,Nano GenX,624cc MPFI,624 cc,37 hp,105 km/h,29 sec,Petrol,4,51 Nm,"$4,000"
Tata Motors,Indica eV2,1.4L CR4 Diesel,1396 cc,70 hp,155 km/h,16 sec,Diesel,5,140 Nm,"$6,200"
Tata Motors,Indica V2 Xeta,1.2L MPFI Petrol,1193 cc,65 hp,140 km/h,16 sec,Petrol,5,100 Nm,"$5,000"
Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,1199 cc,86 hp,170 km/h,13 sec,Petrol,5,113 Nm,"$9,400"
Tata Motors,Tigor EV,Permanent Magnet Synchronous,26 kWh,74 hp,120 km/h,5.7 sec,Electric,5,114 Nm,"$14,500"
Tata Motors,Zest,1.3L Quadrajet Diesel ,1248 cc ,75 hp ,165 km/h,15 sec,Diesel,5,190 Nm ,"$8,700"
Tata Motors,Zest, 1.2L Revotron Petrol,1248 cc, 90 hp,165 km/h,15 sec,Diesel,5,190 Nm,"$8,700"
Tata Motors,Zest,1.3L Quadrajet Diesel ,1248 cc,75 hp ,165 km/h,15 sec,Petrol,5,190 Nm,"$8,700"
Tata Motors,Zest, 1.2L Revotron Petrol,1248 cc, 90 hp,165 km/h,15 sec,Petrol,5,190 Nm,"$8,700"
Tata Motors,Zest,1.3L Quadrajet Diesel ,1249 cc,75 hp ,165 km/h,15 sec,Diesel,5, 140 Nm,"$8,700"
Tata Motors,Zest, 1.2L Revotron Petrol,1249 cc, 90 hp,165 km/h,15 sec,Diesel,5, 140 Nm,"$8,700"
Tata Motors,Zest,1.3L Quadrajet Diesel ,1249 cc,75 hp ,165 km/h,15 sec,Petrol,5, 140 Nm,"$8,700"
Tata Motors,Zest, 1.2L Revotron Petrol,1249 cc, 90 hp,165 km/h,15 sec,Petrol,5, 140 Nm,"$8,700"
Tata Motors,Zest,1.3L Quadrajet Diesel , 1199 cc, 1200 cc,165 km/h,15 sec,Diesel,5,190 Nm ,"$8,700"
Tata Motors,Zest, 1.2L Revotron Petrol, 1199 cc, 1200 cc,165 km/h,15 sec,Diesel,5,190 Nm,"$8,700"
Tata Motors,Zest,1.3L Quadrajet Diesel , 1199 cc, 1200 cc,165 km/h,15 sec,Petrol,5,190 Nm,"$8,700"
Tata Motors,Zest, 1.2L Revotron Petrol, 1199cc, 1200 cc,165 km/h,15 sec,Petrol,5,190 Nm,"$8,700"
Tata Motors,Zest,1.3L Quadrajet Diesel , 1199 cc,75 hp ,165 km/h,15 sec,Diesel,5, 140 Nm,"$8,700"
Tata Motors,Zest, 1.2L Revotron Petrol, 1199 cc,75 hp,165 km/h,15 sec,Diesel,5, 140 Nm,"$8,700"
Tata Motors,Zest,1.3L Quadrajet Diesel , 1199 cc, 90 hp,165 km/h,15 sec,Diesel,5, 140 Nm,"$8,700"
Tata Motors,Zest, 1.2L Revotron Petrol, 1199 cc, 90 hp,165 km/h,15 sec,Diesel,5, 140 Nm,"$8,700"
Tata Motors,Zest,1.3L Quadrajet Diesel , 1199 cc,75 hp ,165 km/h,15 sec,Petrol,5, 140 Nm,"$8,700"
Tata Motors,Zest, 1.2L Revotron Petrol, 1199 cc,75 hp,165 km/h,15 sec,Petrol,5, 140 Nm,"$8,700"
Tata Motors,Zest,1.3L Quadrajet Diesel , 1199 cc, 90 hp,165 km/h,15 sec,Petrol,5, 140 Nm,"$8,700"
Tata Motors,Zest, 1.2L Revotron Petrol, 1199 cc, 90 hp,165 km/h,15 sec,Petrol,5, 140 Nm,"$8,700"
Tata Motors,Indigo eCS,1.4L CR4 Diesel,1396 cc,70 hp,155 km/h,16.5 sec,Diesel,5,140 Nm,"$6,500"
Cadillac,Escalade,6.2L V8 Gasoline,6200 cc,420 hp,210 km/h,6.8 sec,Petrol,7,624 Nm,"$79,295"
Tata Motors,Indigo Marina,1.4L CR4 Diesel ,1396 cc,70 hp ,150 km/h,17 sec,Diesel,5,135 Nm ,"$8,300"
Tata Motors,Indigo Marina, 1.4L Petrol,1396 cc,70 hp,150 km/h,17 sec,Diesel,5,135 Nm,"$8,300"
Tata Motors,Indigo Marina,1.4L CR4 Diesel ,1396 cc, 85 hp,150 km/h,17 sec,Diesel,5,135 Nm,"$8,300"
Tata Motors,Indigo Marina, 1.4L Petrol,1396 cc, 85 hp,150 km/h,17 sec,Diesel,5,135 Nm,"$8,300"
Tata Motors,Indigo Marina,1.4L CR4 Diesel ,1396 cc,70 hp ,150 km/h,17 sec,Petrol,5,135 Nm,"$8,300"
Tata Motors,Indigo Marina, 1.4L Petrol,1396 cc,70 hp,150 km/h,17 sec,Petrol,5,135 Nm,"$8,300"
Tata Motors,Indigo Marina,1.4L CR4 Diesel ,1396 cc, 85 hp,150 km/h,17 sec,Petrol,5,135 Nm,"$8,300"
